date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:21:00	46638/46638	---MCZ	200	added ('OK')	text/html	date:Thu,%2021%20Nov%202019%2015:10:39%20GMT	https://7oroof.com/demos/industic/about-us.html	D:/Rani/internship/technolitics/ADHEZO/7oroof.com/demos/industic/about-us.html	(from https://7oroof.com/demos/industic/index.html)
14:21:00	23947/23947	---MCZ	200	added ('OK')	text/html	date:Thu,%2021%20Nov%202019%2015:10:52%20GMT	https://7oroof.com/demos/industic/leadership-team.html	D:/Rani/internship/technolitics/ADHEZO/7oroof.com/demos/industic/leadership-team.html	(from https://7oroof.com/demos/industic/index.html)
14:21:01	21179/21179	---MCZ	200	added ('OK')	text/html	date:Thu,%2021%20Nov%202019%2015:10:40%20GMT	https://7oroof.com/demos/industic/awards.html	D:/Rani/internship/technolitics/ADHEZO/7oroof.com/demos/industic/awards.html	(from https://7oroof.com/demos/industic/index.html)
14:21:01	32421/32421	---MCZ	200	added ('OK')	text/html	date:Thu,%2021%20Nov%202019%2015:10:53%20GMT	https://7oroof.com/demos/industic/pricing.html	D:/Rani/internship/technolitics/ADHEZO/7oroof.com/demos/industic/pricing.html	(from https://7oroof.com/demos/industic/index.html)
14:21:02	27880/27880	---MCZ	200	added ('OK')	text/html	date:Thu,%2021%20Nov%202019%2015:10:45%20GMT	https://7oroof.com/demos/industic/faqs.html	D:/Rani/internship/technolitics/ADHEZO/7oroof.com/demos/industic/faqs.html	(from https://7oroof.com/demos/industic/index.html)
14:21:02	26509/26509	---MCZ	200	added ('OK')	text/html	date:Thu,%2021%20Nov%202019%2015:10:42%20GMT	https://7oroof.com/demos/industic/careers.html	D:/Rani/internship/technolitics/ADHEZO/7oroof.com/demos/industic/careers.html	(from https://7oroof.com/demos/industic/index.html)
14:21:03	37103/37103	---MCZ	200	added ('OK')	text/html	date:Thu,%2021%20Nov%202019%2015:10:50%20GMT	https://7oroof.com/demos/industic/Industries-industry-served.html	D:/Rani/internship/technolitics/ADHEZO/7oroof.com/demos/industic/Industries-industry-served.html	(from https://7oroof.com/demos/industic/index.html)
14:21:05	34108/34108	---MCZ	200	added ('OK')	text/html	date:Thu,%2021%20Nov%202019%2015:10:50%20GMT	https://7oroof.com/demos/industic/industries-single-industry.html	D:/Rani/internship/technolitics/ADHEZO/7oroof.com/demos/industic/industries-single-industry.html	(from https://7oroof.com/demos/industic/index.html)
14:21:07	34222/34222	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2009%20May%202024%2008:51:07%20GMT	https://7oroof.com/demos/industic/single-industry.html	D:/Rani/internship/technolitics/ADHEZO/7oroof.com/demos/industic/single-industry.html	(from https://7oroof.com/demos/industic/index.html)
14:21:08	24776/24776	---MCZ	200	added ('OK')	text/html	date:Thu,%2021%20Nov%202019%2015:10:40%20GMT	https://7oroof.com/demos/industic/blog.html	D:/Rani/internship/technolitics/ADHEZO/7oroof.com/demos/industic/blog.html	(from https://7oroof.com/demos/industic/index.html)
14:21:09	30710/30710	---MCZ	200	added ('OK')	text/html	date:Thu,%2021%20Nov%202019%2015:10:41%20GMT	https://7oroof.com/demos/industic/blog-single-post.html	D:/Rani/internship/technolitics/ADHEZO/7oroof.com/demos/industic/blog-single-post.html	(from https://7oroof.com/demos/industic/index.html)
14:21:09	27340/27340	---MCZ	200	added ('OK')	text/html	date:Thu,%2021%20Nov%202019%2015:10:43%20GMT	https://7oroof.com/demos/industic/case-studies-grid.html	D:/Rani/internship/technolitics/ADHEZO/7oroof.com/demos/industic/case-studies-grid.html	(from https://7oroof.com/demos/industic/index.html)
14:21:10	31501/31501	---MCZ	200	added ('OK')	text/html	date:Thu,%2021%20Nov%202019%2015:10:42%20GMT	https://7oroof.com/demos/industic/case-studies-carousel.html	D:/Rani/internship/technolitics/ADHEZO/7oroof.com/demos/industic/case-studies-carousel.html	(from https://7oroof.com/demos/industic/index.html)
14:21:10	31356/31356	---MCZ	200	added ('OK')	text/html	date:Thu,%2021%20Nov%202019%2015:10:44%20GMT	https://7oroof.com/demos/industic/case-studies-single.html	D:/Rani/internship/technolitics/ADHEZO/7oroof.com/demos/industic/case-studies-single.html	(from https://7oroof.com/demos/industic/index.html)
14:21:11	18032/18032	---MCZ	200	added ('OK')	text/html	date:Thu,%2021%20Nov%202019%2015:10:44%20GMT	https://7oroof.com/demos/industic/contacs.html	D:/Rani/internship/technolitics/ADHEZO/7oroof.com/demos/industic/contacs.html	(from https://7oroof.com/demos/industic/index.html)
14:21:12	32567/32567	---MCZ	200	added ('OK')	text/html	date:Thu,%2021%20Nov%202019%2015:10:53%20GMT	https://7oroof.com/demos/industic/request-quote.html	D:/Rani/internship/technolitics/ADHEZO/7oroof.com/demos/industic/request-quote.html	(from https://7oroof.com/demos/industic/index.html)
14:21:13	482156/482156	---M--	200	added ('OK')	image/jpeg	date:Thu,%2021%20Nov%202019%2015:09:33%20GMT	https://7oroof.com/demos/industic/assets/images/sliders/1.jpg	D:/Rani/internship/technolitics/ADHEZO/7oroof.com/demos/industic/assets/images/sliders/1.jpg	(from https://7oroof.com/demos/industic/index.html)
14:21:13	1211/1211	---M--	200	added ('OK')	image/png	date:Thu,%2021%20Nov%202019%2015:06:39%20GMT	https://7oroof.com/demos/industic/assets/images/about/singnture.png	D:/Rani/internship/technolitics/ADHEZO/7oroof.com/demos/industic/assets/images/about/singnture.png	(from https://7oroof.com/demos/industic/index.html)
14:21:14	46215/46215	---M--	200	added ('OK')	image/jpeg	date:Thu,%2021%20Nov%202019%2015:06:39%20GMT	https://7oroof.com/demos/industic/assets/images/about/3.jpg	D:/Rani/internship/technolitics/ADHEZO/7oroof.com/demos/industic/assets/images/about/3.jpg	(from https://7oroof.com/demos/industic/index.html)
14:21:14	466293/466293	---M--	200	added ('OK')	image/jpeg	date:Thu,%2021%20Nov%202019%2015:09:41%20GMT	https://7oroof.com/demos/industic/assets/images/sliders/3.jpg	D:/Rani/internship/technolitics/ADHEZO/7oroof.com/demos/industic/assets/images/sliders/3.jpg	(from https://7oroof.com/demos/industic/index.html)
14:21:15	53373/53373	---M--	200	added ('OK')	image/jpeg	date:Thu,%2021%20Nov%202019%2015:09:20%20GMT	https://7oroof.com/demos/industic/assets/images/services/1.jpg	D:/Rani/internship/technolitics/ADHEZO/7oroof.com/demos/industic/assets/images/services/1.jpg	(from https://7oroof.com/demos/industic/index.html)
14:21:16	68246/68246	---M--	200	added ('OK')	image/jpeg	date:Thu,%2021%20Nov%202019%2015:09:21%20GMT	https://7oroof.com/demos/industic/assets/images/services/2.jpg	D:/Rani/internship/technolitics/ADHEZO/7oroof.com/demos/industic/assets/images/services/2.jpg	(from https://7oroof.com/demos/industic/index.html)
14:21:16	85615/85615	---M--	200	added ('OK')	image/jpeg	date:Thu,%2021%20Nov%202019%2015:09:22%20GMT	https://7oroof.com/demos/industic/assets/images/services/3.jpg	D:/Rani/internship/technolitics/ADHEZO/7oroof.com/demos/industic/assets/images/services/3.jpg	(from https://7oroof.com/demos/industic/index.html)
14:21:16	58715/58715	---M--	200	added ('OK')	image/jpeg	date:Thu,%2021%20Nov%202019%2015:09:23%20GMT	https://7oroof.com/demos/industic/assets/images/services/4.jpg	D:/Rani/internship/technolitics/ADHEZO/7oroof.com/demos/industic/assets/images/services/4.jpg	(from https://7oroof.com/demos/industic/index.html)
14:21:17	162721/162721	---M--	200	added ('OK')	image/jpeg	date:Thu,%2021%20Nov%202019%2015:06:48%20GMT	https://7oroof.com/demos/industic/assets/images/backgrounds/2.jpg	D:/Rani/internship/technolitics/ADHEZO/7oroof.com/demos/industic/assets/images/backgrounds/2.jpg	(from https://7oroof.com/demos/industic/index.html)
14:21:18	61321/61321	---M--	200	added ('OK')	image/jpeg	date:Thu,%2021%20Nov%202019%2015:07:41%20GMT	https://7oroof.com/demos/industic/assets/images/case-studies/grid/2.jpg	D:/Rani/internship/technolitics/ADHEZO/7oroof.com/demos/industic/assets/images/case-studies/grid/2.jpg	(from https://7oroof.com/demos/industic/index.html)
14:21:18	182932/182932	---M--	200	added ('OK')	image/jpeg	date:Thu,%2021%20Nov%202019%2015:06:58%20GMT	https://7oroof.com/demos/industic/assets/images/banners/1.jpg	D:/Rani/internship/technolitics/ADHEZO/7oroof.com/demos/industic/assets/images/banners/1.jpg	(from https://7oroof.com/demos/industic/index.html)
14:21:18	61598/61598	---M--	200	added ('OK')	image/jpeg	date:Thu,%2021%20Nov%202019%2015:07:40%20GMT	https://7oroof.com/demos/industic/assets/images/case-studies/grid/1.jpg	D:/Rani/internship/technolitics/ADHEZO/7oroof.com/demos/industic/assets/images/case-studies/grid/1.jpg	(from https://7oroof.com/demos/industic/index.html)
14:21:19	153586/153586	---M--	200	added ('OK')	image/jpeg	date:Thu,%2021%20Nov%202019%2015:09:36%20GMT	https://7oroof.com/demos/industic/assets/images/sliders/2.jpg	D:/Rani/internship/technolitics/ADHEZO/7oroof.com/demos/industic/assets/images/sliders/2.jpg	(from https://7oroof.com/demos/industic/index.html)
14:21:19	61126/61126	---M--	200	added ('OK')	image/jpeg	date:Thu,%2021%20Nov%202019%2015:07:42%20GMT	https://7oroof.com/demos/industic/assets/images/case-studies/grid/3.jpg	D:/Rani/internship/technolitics/ADHEZO/7oroof.com/demos/industic/assets/images/case-studies/grid/3.jpg	(from https://7oroof.com/demos/industic/index.html)
14:21:19	71169/71169	---M--	200	added ('OK')	image/jpeg	date:Thu,%2021%20Nov%202019%2015:07:45%20GMT	https://7oroof.com/demos/industic/assets/images/case-studies/grid/5.jpg	D:/Rani/internship/technolitics/ADHEZO/7oroof.com/demos/industic/assets/images/case-studies/grid/5.jpg	(from https://7oroof.com/demos/industic/index.html)
14:21:19	98660/98660	---M--	200	added ('OK')	image/jpeg	date:Thu,%2021%20Nov%202019%2015:07:48%20GMT	https://7oroof.com/demos/industic/assets/images/case-studies/grid/6.jpg	D:/Rani/internship/technolitics/ADHEZO/7oroof.com/demos/industic/assets/images/case-studies/grid/6.jpg	(from https://7oroof.com/demos/industic/index.html)
14:21:19	68415/68415	---M--	200	added ('OK')	image/jpeg	date:Thu,%2021%20Nov%202019%2015:07:44%20GMT	https://7oroof.com/demos/industic/assets/images/case-studies/grid/4.jpg	D:/Rani/internship/technolitics/ADHEZO/7oroof.com/demos/industic/assets/images/case-studies/grid/4.jpg	(from https://7oroof.com/demos/industic/index.html)
14:21:20	77419/77419	---M--	200	added ('OK')	image/jpeg	date:Thu,%2021%20Nov%202019%2015:06:59%20GMT	https://7oroof.com/demos/industic/assets/images/banners/2.jpg	D:/Rani/internship/technolitics/ADHEZO/7oroof.com/demos/industic/assets/images/banners/2.jpg	(from https://7oroof.com/demos/industic/index.html)
14:21:21	12645/12645	---M--	200	added ('OK')	image/jpeg	date:Thu,%2021%20Nov%202019%2015:10:02%20GMT	https://7oroof.com/demos/industic/assets/images/testimonials/thumbs/3.jpg	D:/Rani/internship/technolitics/ADHEZO/7oroof.com/demos/industic/assets/images/testimonials/thumbs/3.jpg	(from https://7oroof.com/demos/industic/index.html)
14:21:21	2348/2348	---M--	200	added ('OK')	image/jpeg	date:Thu,%2021%20Nov%202019%2015:10:01%20GMT	https://7oroof.com/demos/industic/assets/images/testimonials/thumbs/1.jpg	D:/Rani/internship/technolitics/ADHEZO/7oroof.com/demos/industic/assets/images/testimonials/thumbs/1.jpg	(from https://7oroof.com/demos/industic/index.html)
14:21:21	3785/3785	---M--	200	added ('OK')	image/jpeg	date:Thu,%2021%20Nov%202019%2015:10:01%20GMT	https://7oroof.com/demos/industic/assets/images/testimonials/thumbs/2.jpg	D:/Rani/internship/technolitics/ADHEZO/7oroof.com/demos/industic/assets/images/testimonials/thumbs/2.jpg	(from https://7oroof.com/demos/industic/index.html)
14:21:21	2587/2587	---M--	200	added ('OK')	image/png	date:Thu,%2021%20Nov%202019%2015:08:09%20GMT	https://7oroof.com/demos/industic/assets/images/clients/9.png	D:/Rani/internship/technolitics/ADHEZO/7oroof.com/demos/industic/assets/images/clients/9.png	(from https://7oroof.com/demos/industic/index.html)
14:21:22	506666/506666	---M--	200	added ('OK')	image/jpeg	date:Thu,%2021%20Nov%202019%2015:06:54%20GMT	https://7oroof.com/demos/industic/assets/images/backgrounds/3.jpg	D:/Rani/internship/technolitics/ADHEZO/7oroof.com/demos/industic/assets/images/backgrounds/3.jpg	(from https://7oroof.com/demos/industic/index.html)
14:21:22	4556/4556	---M--	200	added ('OK')	image/png	date:Thu,%2021%20Nov%202019%2015:08:10%20GMT	https://7oroof.com/demos/industic/assets/images/clients/10.png	D:/Rani/internship/technolitics/ADHEZO/7oroof.com/demos/industic/assets/images/clients/10.png	(from https://7oroof.com/demos/industic/index.html)
14:21:22	4441/4441	---M--	200	added ('OK')	image/png	date:Thu,%2021%20Nov%202019%2015:08:10%20GMT	https://7oroof.com/demos/industic/assets/images/clients/11.png	D:/Rani/internship/technolitics/ADHEZO/7oroof.com/demos/industic/assets/images/clients/11.png	(from https://7oroof.com/demos/industic/index.html)
14:21:22	4218/4218	---M--	200	added ('OK')	image/png	date:Thu,%2021%20Nov%202019%2015:08:11%20GMT	https://7oroof.com/demos/industic/assets/images/clients/12.png	D:/Rani/internship/technolitics/ADHEZO/7oroof.com/demos/industic/assets/images/clients/12.png	(from https://7oroof.com/demos/industic/index.html)
14:21:23	6803/6803	---M--	200	added ('OK')	image/png	date:Thu,%2021%20Nov%202019%2015:08:11%20GMT	https://7oroof.com/demos/industic/assets/images/clients/13.png	D:/Rani/internship/technolitics/ADHEZO/7oroof.com/demos/industic/assets/images/clients/13.png	(from https://7oroof.com/demos/industic/index.html)
14:21:23	131476/131476	---M--	200	added ('OK')	image/jpeg	date:Thu,%2021%20Nov%202019%2015:07:09%20GMT	https://7oroof.com/demos/industic/assets/images/blog/grid/1.jpg	D:/Rani/internship/technolitics/ADHEZO/7oroof.com/demos/industic/assets/images/blog/grid/1.jpg	(from https://7oroof.com/demos/industic/index.html)
14:21:24	176248/176248	---M--	200	added ('OK')	image/jpeg	date:Thu,%2021%20Nov%202019%2015:07:01%20GMT	https://7oroof.com/demos/industic/assets/images/banners/3.jpg	D:/Rani/internship/technolitics/ADHEZO/7oroof.com/demos/industic/assets/images/banners/3.jpg	(from https://7oroof.com/demos/industic/index.html)
14:21:24	171764/171764	---M--	200	added ('OK')	image/jpeg	date:Thu,%2021%20Nov%202019%2015:07:11%20GMT	https://7oroof.com/demos/industic/assets/images/blog/grid/2.jpg	D:/Rani/internship/technolitics/ADHEZO/7oroof.com/demos/industic/assets/images/blog/grid/2.jpg	(from https://7oroof.com/demos/industic/index.html)
14:21:25	2762/2762	---M--	200	added ('OK')	image/png	date:Thu,%2021%20Nov%202019%2015:08:18%20GMT	https://7oroof.com/demos/industic/assets/images/logo/logo-footer.png	D:/Rani/internship/technolitics/ADHEZO/7oroof.com/demos/industic/assets/images/logo/logo-footer.png	(from https://7oroof.com/demos/industic/index.html)
14:21:25	1239/1239	---MCZ	200	added ('OK')	application/javascript	etag:W/%2266352722-4d7%22	https://7oroof.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	D:/Rani/internship/technolitics/ADHEZO/7oroof.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://7oroof.com/demos/industic/index.html)
14:21:26	86927/86927	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2021%20Nov%202019%2015:10:09%20GMT	https://7oroof.com/demos/industic/assets/js/jquery-3.3.1.min.js	D:/Rani/internship/technolitics/ADHEZO/7oroof.com/demos/industic/assets/js/jquery-3.3.1.min.js	(from https://7oroof.com/demos/industic/index.html)
14:21:26	7186/7186	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2021%20Nov%202019%2015:10:09%20GMT	https://7oroof.com/demos/industic/assets/js/main.js	D:/Rani/internship/technolitics/ADHEZO/7oroof.com/demos/industic/assets/js/main.js	(from https://7oroof.com/demos/industic/index.html)
14:21:26	82927/82927	---M--	200	added ('OK')	image/jpeg	date:Thu,%2021%20Nov%202019%2015:07:13%20GMT	https://7oroof.com/demos/industic/assets/images/blog/grid/3.jpg	D:/Rani/internship/technolitics/ADHEZO/7oroof.com/demos/industic/assets/images/blog/grid/3.jpg	(from https://7oroof.com/demos/industic/index.html)
14:21:26	185365/185365	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2021%20Nov%202019%2015:10:11%20GMT	https://7oroof.com/demos/industic/assets/js/plugins.js	D:/Rani/internship/technolitics/ADHEZO/7oroof.com/demos/industic/assets/js/plugins.js	(from https://7oroof.com/demos/industic/index.html)
14:21:28	165742/165742	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2021%20Nov%202019%2015:06:15%20GMT	https://7oroof.com/demos/industic/assets/fonts/fontawesome-webfont.eot?v=4.7.0	D:/Rani/internship/technolitics/ADHEZO/7oroof.com/demos/industic/assets/fonts/fontawesome-webfont3e6e.eot	(from https://7oroof.com/demos/industic/assets/css/libraries.css)
14:21:29	165742/165742	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2021%20Nov%202019%2015:06:15%20GMT	https://7oroof.com/demos/industic/assets/fonts/fontawesome-webfont.eot?	D:/Rani/internship/technolitics/ADHEZO/7oroof.com/demos/industic/assets/fonts/fontawesome-webfontd41d.eot	(from https://7oroof.com/demos/industic/assets/css/libraries.css)
14:21:30	77160/77160	---M--	200	added ('OK')	font/woff2	date:Thu,%2021%20Nov%202019%2015:06:26%20GMT	https://7oroof.com/demos/industic/assets/fonts/fontawesome-webfont.woff2?v=4.7.0	D:/Rani/internship/technolitics/ADHEZO/7oroof.com/demos/industic/assets/fonts/fontawesome-webfont3e6e.woff2	(from https://7oroof.com/demos/industic/assets/css/libraries.css)
14:21:31	98024/98024	---M--	200	added ('OK')	font/woff	date:Thu,%2021%20Nov%202019%2015:06:24%20GMT	https://7oroof.com/demos/industic/assets/fonts/fontawesome-webfont.woff?v=4.7.0	D:/Rani/internship/technolitics/ADHEZO/7oroof.com/demos/industic/assets/fonts/fontawesome-webfont3e6e.woff	(from https://7oroof.com/demos/industic/assets/css/libraries.css)
14:21:32	165548/165548	---MCZ	200	added ('OK')	font/ttf	date:Thu,%2021%20Nov%202019%2015:06:23%20GMT	https://7oroof.com/demos/industic/assets/fonts/fontawesome-webfont.ttf?v=4.7.0	D:/Rani/internship/technolitics/ADHEZO/7oroof.com/demos/industic/assets/fonts/fontawesome-webfont3e6e.ttf	(from https://7oroof.com/demos/industic/assets/css/libraries.css)
14:21:35	34222/34222	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2009%20May%202024%2008:51:37%20GMT	https://7oroof.com/demos/industic/assets/css/owl.video.play.png	D:/Rani/internship/technolitics/ADHEZO/7oroof.com/demos/industic/assets/css/owl.video.play.png	(from https://7oroof.com/demos/industic/assets/css/libraries.css)
14:21:36	444379/444379	---MCZ	200	added ('OK')	image/svg+xml	date:Thu,%2021%20Nov%202019%2015:06:21%20GMT	https://7oroof.com/demos/industic/assets/fonts/fontawesome-webfont.svg?v=4.7.0	D:/Rani/internship/technolitics/ADHEZO/7oroof.com/demos/industic/assets/fonts/fontawesome-webfont3e6e.svg	(from https://7oroof.com/demos/industic/assets/css/libraries.css)
14:21:37	79484/79484	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2021%20Nov%202019%2015:06:27%20GMT	https://7oroof.com/demos/industic/assets/fonts/icomoon.eot?4vca3n	D:/Rani/internship/technolitics/ADHEZO/7oroof.com/demos/industic/assets/fonts/icomoon437f.eot	(from https://7oroof.com/demos/industic/assets/css/libraries.css)
14:21:38	79320/79320	---MCZ	200	added ('OK')	font/ttf	date:Thu,%2021%20Nov%202019%2015:06:32%20GMT	https://7oroof.com/demos/industic/assets/fonts/icomoon.ttf?4vca3n	D:/Rani/internship/technolitics/ADHEZO/7oroof.com/demos/industic/assets/fonts/icomoon437f.ttf	(from https://7oroof.com/demos/industic/assets/css/libraries.css)
14:21:39	79396/79396	---M--	200	added ('OK')	font/woff	date:Thu,%2021%20Nov%202019%2015:06:33%20GMT	https://7oroof.com/demos/industic/assets/fonts/icomoon.woff?4vca3n	D:/Rani/internship/technolitics/ADHEZO/7oroof.com/demos/industic/assets/fonts/icomoon437f.woff	(from https://7oroof.com/demos/industic/assets/css/libraries.css)
14:21:40	342103/342103	---MCZ	200	added ('OK')	image/svg+xml	date:Thu,%2021%20Nov%202019%2015:06:30%20GMT	https://7oroof.com/demos/industic/assets/fonts/icomoon.svg?4vca3n	D:/Rani/internship/technolitics/ADHEZO/7oroof.com/demos/industic/assets/fonts/icomoon437f.svg	(from https://7oroof.com/demos/industic/assets/css/libraries.css)
14:21:40	1703/1703	---M--	200	added ('OK')	image/png	date:Thu,%2021%20Nov%202019%2015:10:03%20GMT	https://7oroof.com/demos/industic/assets/images/testimonials/quote-icon.png	D:/Rani/internship/technolitics/ADHEZO/7oroof.com/demos/industic/assets/images/testimonials/quote-icon.png	(from https://7oroof.com/demos/industic/assets/css/style.css)
14:21:42	322273/322273	---M--	200	added ('OK')	image/jpeg	date:Thu,%2021%20Nov%202019%2015:09:48%20GMT	https://7oroof.com/demos/industic/assets/images/sliders/5.jpg	D:/Rani/internship/technolitics/ADHEZO/7oroof.com/demos/industic/assets/images/sliders/5.jpg	(from https://7oroof.com/demos/industic/home-modern.html)
14:21:42	58195/58195	---M--	200	added ('OK')	image/jpeg	date:Thu,%2021%20Nov%202019%2015:09:24%20GMT	https://7oroof.com/demos/industic/assets/images/services/5.jpg	D:/Rani/internship/technolitics/ADHEZO/7oroof.com/demos/industic/assets/images/services/5.jpg	(from https://7oroof.com/demos/industic/home-modern.html)
14:21:42	322170/322170	---M--	200	added ('OK')	image/jpeg	date:Thu,%2021%20Nov%202019%2015:09:44%20GMT	https://7oroof.com/demos/industic/assets/images/sliders/4.jpg	D:/Rani/internship/technolitics/ADHEZO/7oroof.com/demos/industic/assets/images/sliders/4.jpg	(from https://7oroof.com/demos/industic/home-modern.html)
14:21:43	62205/62205	---M--	200	added ('OK')	image/jpeg	date:Thu,%2021%20Nov%202019%2015:09:25%20GMT	https://7oroof.com/demos/industic/assets/images/services/6.jpg	D:/Rani/internship/technolitics/ADHEZO/7oroof.com/demos/industic/assets/images/services/6.jpg	(from https://7oroof.com/demos/industic/home-modern.html)
14:21:43	102787/102787	---M--	200	added ('OK')	image/jpeg	date:Thu,%2021%20Nov%202019%2015:10:05%20GMT	https://7oroof.com/demos/industic/assets/images/video/1.jpg	D:/Rani/internship/technolitics/ADHEZO/7oroof.com/demos/industic/assets/images/video/1.jpg	(from https://7oroof.com/demos/industic/home-modern.html)
14:21:43	234284/234284	---M--	200	added ('OK')	image/jpeg	date:Thu,%2021%20Nov%202019%2015:07:54%20GMT	https://7oroof.com/demos/industic/assets/images/case-studies/slider/2.jpg	D:/Rani/internship/technolitics/ADHEZO/7oroof.com/demos/industic/assets/images/case-studies/slider/2.jpg	(from https://7oroof.com/demos/industic/home-modern.html)
14:21:44	209336/209336	---M--	200	added ('OK')	image/jpeg	date:Thu,%2021%20Nov%202019%2015:08:01%20GMT	https://7oroof.com/demos/industic/assets/images/case-studies/slider/4.jpg	D:/Rani/internship/technolitics/ADHEZO/7oroof.com/demos/industic/assets/images/case-studies/slider/4.jpg	(from https://7oroof.com/demos/industic/home-modern.html)
14:21:44	79201/79201	---M--	200	added ('OK')	image/jpeg	date:Thu,%2021%20Nov%202019%2015:06:36%20GMT	https://7oroof.com/demos/industic/assets/images/about/1.jpg	D:/Rani/internship/technolitics/ADHEZO/7oroof.com/demos/industic/assets/images/about/1.jpg	(from https://7oroof.com/demos/industic/home-modern.html)
14:21:44	273361/273361	---M--	200	added ('OK')	image/jpeg	date:Thu,%2021%20Nov%202019%2015:07:52%20GMT	https://7oroof.com/demos/industic/assets/images/case-studies/slider/1.jpg	D:/Rani/internship/technolitics/ADHEZO/7oroof.com/demos/industic/assets/images/case-studies/slider/1.jpg	(from https://7oroof.com/demos/industic/home-modern.html)
14:21:44	57373/57373	---M--	200	added ('OK')	image/jpeg	date:Thu,%2021%20Nov%202019%2015:06:37%20GMT	https://7oroof.com/demos/industic/assets/images/about/2.jpg	D:/Rani/internship/technolitics/ADHEZO/7oroof.com/demos/industic/assets/images/about/2.jpg	(from https://7oroof.com/demos/industic/home-modern.html)
14:21:45	262940/262940	---M--	200	added ('OK')	image/jpeg	date:Thu,%2021%20Nov%202019%2015:07:57%20GMT	https://7oroof.com/demos/industic/assets/images/case-studies/slider/3.jpg	D:/Rani/internship/technolitics/ADHEZO/7oroof.com/demos/industic/assets/images/case-studies/slider/3.jpg	(from https://7oroof.com/demos/industic/home-modern.html)
